STK_164,9251349.244,785835.195,578.248,TN
STK_165,9251340.187,785831.005,577.824,TN
STK_80,9251358.977,785809.067,576.648,TN
STK_81,9251364.583,785811.294,577.254,TN
STK_82,9251373.581,785815.657,577.974,TN
STK_83,9251382.693,785819.771,578.972,TN
STK_84,9251391.741,785823.982,579.791,TN
STK_5,9251403.182,785829.313,580.790,TN
STK_86,9251408.327,785834.529,581.313,TN
STK_87,9251415.361,785841.608,581.525,TN
STK_88,9251422.967,785849.430,581.486,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_89,9251429.438,785855.907,581.152,TN
STK_90,9251436.412,785863.028,580.852,TN
STK_91,9251443.103,785870.123,580.485,TN
STK_339,9251439.087,785872.932,580.302,TN
STK_459,9251437.002,785879.236,579.976,TN
STK_39,9251434.729,785885.532,579.362,TN
STK_47,9251429.755,785889.073,578.854,TN
STK_694,9251425.835,785885.068,579.099,TN
STK_577,9251427.870,785878.616,579.604,TN
STK_458,9251429.976,785872.160,580.020,TN
STK_338,9251432.075,785865.718,580.443,TN
STK_337,9251425.061,785858.600,580.699,TN
STK_457,9251423.029,785865.030,580.226,TN
STK_576,9251420.906,785871.461,579.846,TN
STK_693,9251418.807,785877.915,579.384,TN
STK_692,9251411.900,785870.825,579.513,TN
STK_575,9251413.938,785864.487,579.988,TN
STK_456,9251415.990,785857.950,580.473,TN
STK_336,9251418.030,785851.447,581.075,TN
STK_335,9251411.061,785844.306,581.247,TN
STK_455,9251408.961,785850.712,580.596,TN
STK_574,9251406.917,785857.268,580.058,TN
STK_691,9251404.747,785863.620,579.676,TN
STK_690,9251397.771,785856.533,579.957,TN
STK_573,9251399.924,785850.196,580.329,TN
STK_454,9251401.917,785843.680,581.054,TN
STK_334,9251404.068,785837.190,581.219,TN
STK_22,9251400.362,785833.448,580.869,TN
STK_30,9251396.839,785838.472,580.742,TN
STK_38,9251393.356,785843.406,580.354,TN
STK_689,9251390.748,785849.415,579.911,TN
STK_46,9251389.834,785848.386,579.928,TN
STK_572,9251392.707,785843.146,580.330,TN
STK_453,9251394.334,785837.320,580.604,TN
STK_333,9251396.030,785831.514,580.626,TN
STK_332,9251386.983,785827.276,579.747,TN
STK_452,9251385.331,785833.087,580.060,TN
STK_571,9251383.709,785838.986,579.929,TN
STK_688,9251381.968,785844.791,579.760,TN
STK_687,9251372.874,785840.595,579.347,TN
STK_570,9251374.560,785834.809,579.405,TN
STK_451,9251376.253,785828.947,579.258,TN
STK_331,9251377.955,785823.077,578.809,TN
STK_330,9251368.811,785818.848,578.269,TN
STK_450,9251367.152,785824.733,578.586,TN
STK_569,9251365.463,785830.560,578.794,TN
STK_686,9251363.790,785836.436,578.874,TN
STK_685,9251354.758,785832.221,578.469,TN
STK_568,9251356.393,785826.409,578.330,TN
STK_449,9251358.105,785820.535,578.050,TN
STK_329,9251359.682,785814.698,577.742,TN
STK_328,9251350.660,785810.522,576.556,TN
STK_448,9251348.931,785816.365,577.407,TN
STK_567,9251347.277,785822.225,577.717,TN
STK_684,9251345.624,785828.040,578.095,2024_07_12_-_SDP_19_-_AÇUDE_4_ST
STK_166,9251329.902,785826.372,577.136,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_168,9251310.032,785816.982,575.069,alagado
STK_682,9251324.599,785817.624,575.315,alagado
STK_565,9251329.979,785817.714,575.442,alagado
STK_446,9251336.322,785812.084,575.595,alagado
STK_STK_446,9251333.424,785814.722,575.421,alagado
STK_683,9251336.649,785823.860,577.478,TN
STK_566,9251338.324,785817.988,577.027,TN
STK_327,9251344.372,785805.826,575.975,alagado
STK_79,9251348.694,785804.272,576.131,alagado
STK_112,9251535.603,786058.290,580.923,TN
STK_169,9251302.206,785813.608,575.012,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_171,9251285.760,785805.885,575.400,TN
STK_172,9251276.652,785801.623,575.676,TN
STK_173,9251267.615,785797.475,575.787,TN
STK_174,9251258.541,785793.178,575.874,TN
STK_175,9251249.498,785788.984,575.991,TN
STK_176,9251240.379,785784.849,576.320,TN
STK_177,9251231.209,785780.599,576.587,TN
STK_178,9251222.218,785776.451,577.014,TN
STK_179,9251213.179,785772.225,577.505,TN
STK_180,9251204.033,785768.032,577.722,TN
STK_181,9251195.050,785763.871,578.019,TN
STK_182,9251185.934,785759.632,578.458,TN
STK_183,9251176.854,785755.451,578.398,TN
STK_184,9251167.703,785751.290,577.963,TN
STK_63,9251205.138,785738.121,579.306,TN
STK_64,9251210.147,785740.116,579.163,TN
STK_65,9251219.254,785744.266,578.747,TN
STK_66,9251228.340,785748.445,578.333,TN
STK_67,9251237.352,785752.586,577.924,TN
STK_68,9251246.488,785756.844,577.621,TN
STK_69,9251255.558,785760.964,577.435,TN
STK_70,9251264.640,785765.206,577.347,TN
STK_71,9251273.683,785769.383,577.282,TN
STK_72,9251282.832,785773.601,576.960,TN
STK_73,9251291.939,785777.811,576.718,TN
STK_74,9251300.915,785782.040,576.577,TN
STK_75,9251309.992,785786.200,576.415,TN
STK_76,9251319.122,785790.444,576.173,TN
STK_77,9251328.183,785794.564,576.080,TN
STK_78,9251334.491,785797.625,575.975,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_326,9251332.535,785799.151,575.885,alagado
STK_446A,9251327.140,785803.902,575.461,alagado
STK_446Aa,9251315.423,785802.941,575.291,2024_07_12_-_SDP_19_-_AÇUDE_2_ST
STK_446Aaa,9251308.464,785808.935,575.173,2024_07_12_-_SDP_19_-_AÇUDE_2_ST
STK_679,9251300.719,785806.808,575.319,TN
STK_562,9251301.974,785801.230,575.975,TN
STK_443,9251304.231,785794.887,576.041,TN
STK_323,9251305.269,785789.494,576.357,TN
STK_322,9251296.167,785785.325,576.517,TN
STK_442,9251294.530,785791.119,576.106,TN
STK_561,9251292.817,785797.063,575.792,TN
STK_678,9251291.129,785802.915,575.470,TN
STK_677,9251282.148,785798.688,575.813,TN
STK_560,9251283.820,785792.771,576.027,TN
STK_441,9251285.421,785786.994,576.248,TN
STK_321,9251287.106,785781.164,576.643,TN
STK_320,9251278.067,785776.912,576.982,TN
STK_440,9251276.344,785782.761,576.503,TN
STK_559,9251274.735,785788.610,576.230,TN
STK_676,9251273.056,785794.404,575.948,TN
STK_675,9251263.992,785790.245,576.084,TN
STK_558,9251265.661,785784.424,576.385,TN
STK_439,9251267.283,785778.602,576.792,TN
STK_319,9251268.926,785772.790,577.180,TN
STK_318,9251259.914,785768.527,577.181,TN
STK_438,9251258.257,785774.343,576.825,TN
STK_557,9251256.580,785780.201,576.420,TN
STK_674,9251254.882,785786.061,576.249,TN
STK_673,9251245.878,785781.884,576.699,TN
STK_556,9251247.503,785776.139,576.734,TN
STK_437,9251249.146,785770.141,577.012,TN
STK_317,9251250.792,785764.311,577.401,TN
STK_316,9251241.732,785760.130,577.632,TN
STK_436,9251240.084,785765.981,577.444,TN
STK_555,9251238.414,785771.821,577.102,TN
STK_672,9251236.751,785777.622,576.726,TN
STK_671,9251227.702,785773.474,576.986,TN
STK_554,9251229.285,785767.660,577.249,TN
STK_435,9251231.002,785761.853,577.709,TN
STK_315,9251232.647,785755.937,577.843,TN
STK_314,9251223.586,785751.726,578.326,TN
STK_434,9251221.937,785757.557,578.034,TN
STK_553,9251220.339,785763.460,577.603,TN
STK_670,9251218.615,785769.288,577.424,TN
STK_669,9251209.531,785765.094,577.890,TN
STK_552,9251211.199,785759.235,578.037,TN
STK_433,9251212.836,785753.417,578.265,TN
STK_313,9251214.526,785747.514,578.542,TN
STK_312,9251206.206,785743.054,579.153,TN
STK_432,9251203.803,785749.155,578.533,TN
STK_551,9251202.120,785755.020,578.361,TN
STK_668,9251200.496,785760.841,578.175,TN
STK_667,9251191.340,785756.700,578.563,TN
STK_550,9251193.001,785750.886,578.612,TN
STK_431,9251194.711,785744.990,578.912,TN
STK_311,9251196.364,785739.130,579.279,TN
STK_63A,9251201.118,785735.848,579.338,TN
STK_62,9251191.967,785731.641,579.128,TN
STK_61,9251182.955,785727.469,578.341,TN
STK_60,9251173.094,785722.929,576.728,TN
STK_59,9251164.624,785718.991,575.814,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_58,9251155.656,785714.882,575.050,TN
STK_57,9251146.927,785711.126,574.177,TN
STK_56,9251137.791,785706.755,573.777,TN
STK_55,9251128.257,785702.006,574.428,TN
STK_54,9251118.143,785697.802,574.437,TN
STK_53,9251110.369,785694.383,575.746,TN
STK_52,9251099.018,785688.681,576.924,TN
STK_51,9251092.089,785685.549,577.336,TN
STK_50,9251082.585,785681.182,578.127,TN
STK_49_1,9251075.284,785678.247,578.938,TN
STK_48_1,9251064.985,785672.968,580.032,TN
STK_47_1,9251055.863,785668.697,580.333,TN
STK_46_1,9251048.027,785665.482,579.978,TN
STK_45_1,9251037.739,785660.318,579.187,TN
STK_44_1,9251028.636,785656.141,578.353,TN
STK_43_1,9251017.723,785651.152,578.242,TN
STK_203,9250995.336,785671.778,575.469,TN
STK_202,9251004.425,785675.651,574.834,TN
STK_201,9251013.393,785679.943,574.673,TN
STK_200,9251022.379,785684.135,575.451,TN
STK_199,9251032.194,785688.840,575.563,TN
